#separator:tab
#html:true
#deck:Mates - ratos muertos
#notetype:Basic
#tags column:3
Si \(A\subseteq B\) y \(x\notin B\), ¿qué puedes concluir sobre \(x\) respecto de \(A\)?	<b>Respuesta</b><br>\(x\notin A\).<hr><b>Idea clave</b><br>Si estuviera en \(A\), al ser \(A\subseteq B\) también tendría que estar en \(B\).	uv::34148_matematica_basica tema::conjuntos nivel::1 tiempo::30s
Calcula \(\gcd(252,105)\).	<b>Respuesta</b><br>\(21\).<hr><b>Idea clave</b><br>Aplica el algoritmo de Euclides.	uv::34148_matematica_basica tema::divisibilidad nivel::1 tiempo::45s
Encuentra coeficientes de Bézout para \(\gcd(252,105)=21\).	<b>Respuesta</b><br>\(21=-2\cdot252+5\cdot105\).<hr><b>Idea clave</b><br>Deshaz hacia atrás los pasos del algoritmo de Euclides.	uv::34148_matematica_basica tema::divisibilidad nivel::2 tiempo::60s
Calcula \(437\bmod 7\).	<b>Respuesta</b><br>\(3\).<hr><b>Idea clave</b><br>\(437=7\cdot62+3\).	uv::34148_matematica_basica tema::aritmetica_modular nivel::1 tiempo::20s
Resuelve \(5x\equiv1\pmod7\).	<b>Respuesta</b><br>\(x\equiv3\pmod7\).<hr><b>Idea clave</b><br>\(5\cdot3=15\equiv1\pmod7\).	uv::34148_matematica_basica tema::aritmetica_modular nivel::2 tiempo::40s
¿Es primo \(221\)?	<b>Respuesta</b><br>No: \(221=13\cdot17\).<hr><b>Idea clave</b><br>Para decidir primalidad basta probar divisores hasta \(\sqrt{221}\).	uv::34148_matematica_basica tema::divisibilidad nivel::1 tiempo::30s
¿Cuántos divisores positivos tiene \(360\)?	<b>Respuesta</b><br>\(24\).<hr><b>Idea clave</b><br>\(360=2^3 3^2 5\), así que el número de divisores es \((3+1)(2+1)(1+1)\).	uv::34148_matematica_basica tema::divisibilidad nivel::2 tiempo::45s
Si \(a\mid b\) y \(b\mid c\), ¿qué relación hay entre \(a\) y \(c\)?	<b>Respuesta</b><br>\(a\mid c\).<hr><b>Idea clave</b><br>La divisibilidad es transitiva.	uv::34148_matematica_basica tema::divisibilidad nivel::1 tiempo::30s
Factoriza \(x^4-5x^2+4\).	<b>Respuesta</b><br>\((x^2-1)(x^2-4)=(x-1)(x+1)(x-2)(x+2)\).<hr><b>Idea clave</b><br>Trátalo como un cuadrático en \(x^2\).	uv::34148_matematica_basica tema::polinomios nivel::1 tiempo::45s
Factoriza \(x^3-8\).	<b>Respuesta</b><br>\((x-2)(x^2+2x+4)\).<hr><b>Idea clave</b><br>Usa \(a^3-b^3=(a-b)(a^2+ab+b^2)\).	uv::34148_matematica_basica tema::polinomios nivel::1 tiempo::30s
Sin dividir, halla el resto de \(P(x)=x^3-2x+5\) al dividir por \(x-2\).	<b>Respuesta</b><br>\(P(2)=9\).<hr><b>Idea clave</b><br>Teorema del resto.	uv::34148_matematica_basica tema::polinomios nivel::1 tiempo::30s
Resuelve \(z^2+4=0\) en \(\mathbb C\).	<b>Respuesta</b><br>\(z=\pm2i\).<hr><b>Idea clave</b><br>En complejos, \(i^2=-1\).	uv::34148_matematica_basica tema::complejos nivel::1 tiempo::20s
Calcula \(|3-4i|\).	<b>Respuesta</b><br>\(5\).<hr><b>Idea clave</b><br>\(|a+bi|=\sqrt{a^2+b^2}\).	uv::34148_matematica_basica tema::complejos nivel::1 tiempo::20s
Calcula \(i^{37}\).	<b>Respuesta</b><br>\(i\).<hr><b>Idea clave</b><br>Las potencias de \(i\) tienen periodo 4.	uv::34148_matematica_basica tema::complejos nivel::1 tiempo::20s
Calcula \((2+i)(1-3i)\).	<b>Respuesta</b><br>\(5-5i\).<hr><b>Idea clave</b><br>Multiplica y usa \(i^2=-1\).	uv::34148_matematica_basica tema::complejos nivel::1 tiempo::30s
Calcula \(\frac{1+i}{1-i}\).	<b>Respuesta</b><br>\(i\).<hr><b>Idea clave</b><br>Multiplica numerador y denominador por el conjugado \(1+i\).	uv::34148_matematica_basica tema::complejos nivel::2 tiempo::45s
Escribe \(|x-3|&lt;2\) como intervalo.	<b>Respuesta</b><br>\((1,5)\).<hr><b>Idea clave</b><br>\(|x-a|&lt;r\) describe los puntos a distancia menor que \(r\) de \(a\).	uv::34151_analisis_matematico_I tema::valor_absoluto nivel::1 tiempo::20s
Resuelve \(|2x+1|\le5\).	<b>Respuesta</b><br>\([-3,2]\).<hr><b>Idea clave</b><br>Convierte en \(-5\le2x+1\le5\).	uv::34151_analisis_matematico_I tema::valor_absoluto nivel::1 tiempo::30s
Resuelve \(|x-1|\ge4\).	<b>Respuesta</b><br>\(( -\infty,-3]\cup[5,\infty)\).<hr><b>Idea clave</b><br>Distancia al 1 mayor o igual que 4: fuera del intervalo central.	uv::34151_analisis_matematico_I tema::valor_absoluto nivel::1 tiempo::30s
Escribe \((-2,8)\) como \(\{x:|x-a|&lt;r\}\).	<b>Respuesta</b><br>\(a=3,\;r=5\), es decir \(|x-3|&lt;5\).<hr><b>Idea clave</b><br>Centro: punto medio. Radio: mitad de la longitud.	uv::34151_analisis_matematico_I tema::valor_absoluto nivel::1 tiempo::20s
Resuelve \(|4-x|&lt;3\).	<b>Respuesta</b><br>\((1,7)\).<hr><b>Idea clave</b><br>\(|4-x|=|x-4|\).	uv::34151_analisis_matematico_I tema::valor_absoluto nivel::1 tiempo::30s
Resuelve \(|x-2|&lt;|x+4|\).	<b>Respuesta</b><br>\(x&gt;-1\).<hr><b>Idea clave</b><br>Son los puntos más cercanos a 2 que a -4; la frontera es el punto medio -1.	uv::34151_analisis_matematico_I tema::valor_absoluto nivel::2 tiempo::45s
Resuelve \(|x^2-4|&lt;5\).	<b>Respuesta</b><br>\((-3,3)\).<hr><b>Idea clave</b><br>\(-5&lt;x^2-4&lt;5\Rightarrow -1&lt;x^2&lt;9\), y la desigualdad izquierda siempre se cumple.	uv::34151_analisis_matematico_I tema::valor_absoluto nivel::2 tiempo::50s
Resuelve \((x-1)(x+2)\le0\).	<b>Respuesta</b><br>\([-2,1]\).<hr><b>Idea clave</b><br>Un producto de dos factores lineales cambia de signo en sus raíces.	uv::34151_analisis_matematico_I tema::desigualdades nivel::1 tiempo::30s
Resuelve \(\frac1{x-2}&gt;0\).	<b>Respuesta</b><br>\((2,\infty)\).<hr><b>Idea clave</b><br>El numerador es positivo, así que manda el signo del denominador.	uv::34151_analisis_matematico_I tema::desigualdades nivel::1 tiempo::30s
Halla el dominio de \(\ln(x-1)\).	<b>Respuesta</b><br>\((1,\infty)\).<hr><b>Idea clave</b><br>El argumento del logaritmo debe ser estrictamente positivo.	uv::34151_analisis_matematico_I tema::funciones nivel::1 tiempo::30s
Halla el dominio de \(f(x)=\frac{\sqrt{2x-1}}{x-3}\).	<b>Respuesta</b><br>\([\tfrac12,3)\cup(3,\infty)\).<hr><b>Idea clave</b><br>Exige \(2x-1\ge0\) y denominador no nulo.	uv::34151_analisis_matematico_I tema::funciones nivel::2 tiempo::45s
¿\(f(x)=x^3-x\) es par, impar o ninguna?	<b>Respuesta</b><br>Impar.<hr><b>Idea clave</b><br>\(f(-x)=-f(x)\).	uv::34151_analisis_matematico_I tema::funciones nivel::1 tiempo::20s
¿\(f(x)=x^2+1\) es par, impar o ninguna?	<b>Respuesta</b><br>Par.<hr><b>Idea clave</b><br>\(f(-x)=f(x)\).	uv::34151_analisis_matematico_I tema::funciones nivel::1 tiempo::20s
Si \(f(x)=\sqrt{x}\) y \(g(x)=x-1\), halla el dominio de \((f\circ g)(x)\).	<b>Respuesta</b><br>\([1,\infty)\).<hr><b>Idea clave</b><br>Necesitas \(x-1\ge0\).	uv::34151_analisis_matematico_I tema::funciones nivel::1 tiempo::30s
Halla los ceros de \(x^2-5x+6\).	<b>Respuesta</b><br>\(x=2,3\).<hr><b>Idea clave</b><br>Factoriza como \((x-2)(x-3)\).	uv::34151_analisis_matematico_I tema::funciones nivel::1 tiempo::30s
Calcula \(\lim_{n\to\infty}\frac1n\).	<b>Respuesta</b><br>\(0\).<hr><b>Idea clave</b><br>El denominador crece sin cota mientras el numerador queda fijo.	uv::34151_analisis_matematico_I tema::sucesiones nivel::1 tiempo::20s
Calcula \(\lim_{n\to\infty}\frac{2n+1}{n-3}\).	<b>Respuesta</b><br>\(2\).<hr><b>Idea clave</b><br>Divide numerador y denominador por \(n\).	uv::34151_analisis_matematico_I tema::sucesiones nivel::1 tiempo::30s
Calcula \(\lim_{n\to\infty}\frac{n}{n+1}\).	<b>Respuesta</b><br>\(1\).<hr><b>Idea clave</b><br>Divide por \(n\).	uv::34151_analisis_matematico_I tema::sucesiones nivel::1 tiempo::20s
¿Converge \((-1)^n\)?	<b>Respuesta</b><br>No.<hr><b>Idea clave</b><br>Las subsucesiones pares e impares tienen límites distintos, 1 y -1.	uv::34151_analisis_matematico_I tema::sucesiones nivel::1 tiempo::20s
Calcula \(\lim_{n\to\infty}(1+\frac1n)^n\).	<b>Respuesta</b><br>\(e\).<hr><b>Idea clave</b><br>Es una de las definiciones clásicas del número \(e\).	uv::34151_analisis_matematico_I tema::sucesiones nivel::1 tiempo::20s
Calcula \(\lim_{n\to\infty}(\sqrt{n^2+n}-n)\).	<b>Respuesta</b><br>\(\frac12\).<hr><b>Idea clave</b><br>Racionaliza: queda \(\frac{n}{\sqrt{n^2+n}+n}\).	uv::34151_analisis_matematico_I tema::sucesiones nivel::2 tiempo::60s
Calcula \(\lim_{n\to\infty}n^{1/n}\).	<b>Respuesta</b><br>\(1\).<hr><b>Idea clave</b><br>Tomando logaritmos: \(\frac{\ln n}{n}\to0\).	uv::34151_analisis_matematico_I tema::sucesiones nivel::2 tiempo::40s
Calcula \(\lim_{n\to\infty}(\frac34)^n\).	<b>Respuesta</b><br>\(0\).<hr><b>Idea clave</b><br>Una potencia geométrica con \(|r|&lt;1\) tiende a 0.	uv::34151_analisis_matematico_I tema::sucesiones nivel::1 tiempo::20s
Suma \(\sum_{k=0}^{n} r^k\), con \(r\ne1\).	<b>Respuesta</b><br>\(\frac{1-r^{n+1}}{1-r}\).<hr><b>Idea clave</b><br>Fórmula de suma geométrica finita.	uv::34151_analisis_matematico_I tema::sucesiones nivel::1 tiempo::30s
Si \(a_1=8\) y \(a_{n+1}=\frac12a_n\), calcula \(a_4\).	<b>Respuesta</b><br>\(1\).<hr><b>Idea clave</b><br>La sucesión es \(8,4,2,1,\ldots\).	uv::34151_analisis_matematico_I tema::sucesiones nivel::1 tiempo::30s
Una sucesión es creciente y está acotada superiormente. ¿Qué puedes concluir?	<b>Respuesta</b><br>Converge.<hr><b>Idea clave</b><br>Teorema de convergencia monótona.	uv::34151_analisis_matematico_I tema::sucesiones nivel::1 tiempo::30s
Calcula \(\lim_{n\to\infty}\frac{(-1)^n}{n}\).	<b>Respuesta</b><br>\(0\).<hr><b>Idea clave</b><br>Su valor absoluto es \(1/n\), que tiende a 0.	uv::34151_analisis_matematico_I tema::sucesiones nivel::1 tiempo::30s
Si \(a_n\to L\), ¿a qué tiende \(3a_n-2\)?	<b>Respuesta</b><br>\(3L-2\).<hr><b>Idea clave</b><br>Los límites respetan combinaciones lineales.	uv::34151_analisis_matematico_I tema::sucesiones nivel::1 tiempo::30s
Calcula \(\lim_{n\to\infty}\frac{n^2}{2n^2+3}\).	<b>Respuesta</b><br>\(\frac12\).<hr><b>Idea clave</b><br>Divide por la mayor potencia, \(n^2\).	uv::34151_analisis_matematico_I tema::sucesiones nivel::1 tiempo::30s
Simplifica \(\frac{(n+1)!}{n!}\) y da su límite.	<b>Respuesta</b><br>\(n+1\to+\infty\).<hr><b>Idea clave</b><br>Usa \((n+1)!=(n+1)n!\).	uv::34151_analisis_matematico_I tema::sucesiones nivel::1 tiempo::20s
Calcula \(\lim_{x\to2}\frac{x^2-4}{x-2}\).	<b>Respuesta</b><br>\(4\).<hr><b>Idea clave</b><br>Factoriza \(x^2-4=(x-2)(x+2)\).	uv::34151_analisis_matematico_I tema::limites nivel::1 tiempo::30s
Calcula \(\lim_{x\to0}\frac{\sin x}{x}\).	<b>Respuesta</b><br>\(1\).<hr><b>Idea clave</b><br>Límite notable fundamental.	uv::34151_analisis_matematico_I tema::limites nivel::1 tiempo::20s
Calcula \(\lim_{x\to0}\frac{1-\cos x}{x^2}\).	<b>Respuesta</b><br>\(\frac12\).<hr><b>Idea clave</b><br>Usa \(1-\cos x=2\sin^2(x/2)\).	uv::34151_analisis_matematico_I tema::limites nivel::2 tiempo::30s
Calcula \(\lim_{x\to\infty}\frac{3x^2-x}{x^2+5}\).	<b>Respuesta</b><br>\(3\).<hr><b>Idea clave</b><br>Cociente de polinomios del mismo grado: cociente de coeficientes líderes.	uv::34151_analisis_matematico_I tema::limites nivel::1 tiempo::30s
Calcula \(\lim_{x\to\infty}(\sqrt{x^2+x}-x)\).	<b>Respuesta</b><br>\(\frac12\).<hr><b>Idea clave</b><br>Racionaliza antes de dividir por \(x\).	uv::34151_analisis_matematico_I tema::limites nivel::2 tiempo::60s
Calcula \(\lim_{x\to0}\frac{e^x-1}{x}\).	<b>Respuesta</b><br>\(1\).<hr><b>Idea clave</b><br>Es la derivada de \(e^x\) en 0.	uv::34151_analisis_matematico_I tema::limites nivel::1 tiempo::20s
Calcula \(\lim_{x\to1}\frac{\ln x}{x-1}\).	<b>Respuesta</b><br>\(1\).<hr><b>Idea clave</b><br>Es la derivada de \(\ln x\) en 1.	uv::34151_analisis_matematico_I tema::limites nivel::1 tiempo::30s
Calcula \(\lim_{x\to0}x\sin(1/x)\).	<b>Respuesta</b><br>\(0\).<hr><b>Idea clave</b><br>Teorema del sándwich: \(|x\sin(1/x)|\le|x|\).	uv::34151_analisis_matematico_I tema::limites nivel::2 tiempo::45s
¿Es \(|x|\) continua en \(x=0\)?	<b>Respuesta</b><br>Sí.<hr><b>Idea clave</b><br>Su límite en 0 coincide con su valor, 0.	uv::34151_analisis_matematico_I tema::continuidad nivel::1 tiempo::20s
Sea \(f(x)=x^2\) si \(x\le1\) y \(f(x)=ax+1\) si \(x&gt;1\). Halla \(a\) para que sea continua en 1.	<b>Respuesta</b><br>\(a=0\).<hr><b>Idea clave</b><br>Iguala el límite por la derecha, \(a+1\), con \(f(1)=1\).	uv::34151_analisis_matematico_I tema::continuidad nivel::2 tiempo::45s
Si \(f\) es continua en \([a,b]\), \(f(a)&lt;0\) y \(f(b)&gt;0\), ¿qué garantiza el TVI?	<b>Respuesta</b><br>Existe \(c\in(a,b)\) con \(f(c)=0\).<hr><b>Idea clave</b><br>Una función continua toma todos los valores intermedios.	uv::34151_analisis_matematico_I tema::continuidad nivel::1 tiempo::30s
Para \(f(x)=3x\) en \(x_0=2\), elige un \(\delta\) válido en función de \(\varepsilon\).	<b>Respuesta</b><br>\(\delta=\varepsilon/3\).<hr><b>Idea clave</b><br>\(|3x-6|=3|x-2|\).	uv::34151_analisis_matematico_I tema::epsilon_delta nivel::2 tiempo::60s
Niega formalmente \(\lim_{x\to a}f(x)=L\).	<b>Respuesta</b><br>\(\exists\varepsilon_0&gt;0\;\forall\delta&gt;0\;\exists x:\;0&lt;|x-a|&lt;\delta\;\land\;|f(x)-L|\ge\varepsilon_0\).<hr><b>Idea clave</b><br>Para negar un límite, busca un error fijo que aparece por muy cerca que te acerques.	uv::34151_analisis_matematico_I tema::epsilon_delta nivel::3 tiempo::90s
Si \(\lim_{x\to a^-}f(x)=-1\) y \(\lim_{x\to a^+}f(x)=1\), ¿existe \(\lim_{x\to a}f(x)\)?	<b>Respuesta</b><br>No.<hr><b>Idea clave</b><br>El límite bilateral existe solo si los dos laterales existen y coinciden.	uv::34151_analisis_matematico_I tema::limites_laterales nivel::1 tiempo::30s
¿Cuál es la asíntota vertical de \(f(x)=1/(x-3)\)?	<b>Respuesta</b><br>\(x=3\).<hr><b>Idea clave</b><br>El denominador se anula y la función diverge al acercarse a ese punto.	uv::34151_analisis_matematico_I tema::asintotas nivel::1 tiempo::20s
Calcula \(\lim_{x\to0}\frac{\sqrt{1+x}-1}{x}\).	<b>Respuesta</b><br>\(\frac12\).<hr><b>Idea clave</b><br>Racionaliza el numerador.	uv::34151_analisis_matematico_I tema::limites nivel::2 tiempo::45s
Calcula \(\lim_{x\to\infty}\frac{2x+1}{\sqrt{x^2+4}}\).	<b>Respuesta</b><br>\(2\).<hr><b>Idea clave</b><br>Para \(x\to+\infty\), factoriza \(x\) en la raíz.	uv::34151_analisis_matematico_I tema::limites nivel::2 tiempo::45s
¿Puede una función continua en \([0,1]\) no alcanzar máximo?	<b>Respuesta</b><br>No.<hr><b>Idea clave</b><br>Teorema de Weierstrass: una función continua en un compacto alcanza máximo y mínimo.	uv::34151_analisis_matematico_I tema::continuidad nivel::1 tiempo::30s
Calcula \(\lim_{x\to0}\frac{\ln(1+x)}{x}\).	<b>Respuesta</b><br>\(1\).<hr><b>Idea clave</b><br>Límite notable, también es la derivada de \(\ln x\) en 1 tras un cambio.	uv::34151_analisis_matematico_I tema::limites nivel::2 tiempo::45s
Calcula \(\lim_{x\to0}\frac{a^x-1}{x}\), con \(a&gt;0\).	<b>Respuesta</b><br>\(\ln a\).<hr><b>Idea clave</b><br>Es la derivada de \(a^x\) en 0.	uv::34151_analisis_matematico_I tema::limites nivel::2 tiempo::45s
Deriva \(x^5\).	<b>Respuesta</b><br>\(5x^4\).<hr><b>Idea clave</b><br>Regla de la potencia.	uv::34151_analisis_matematico_I tema::derivadas nivel::1 tiempo::20s
Deriva \(x^2e^{3x}\).	<b>Respuesta</b><br>\(e^{3x}(2x+3x^2)\).<hr><b>Idea clave</b><br>Producto y cadena.	uv::34151_analisis_matematico_I tema::derivadas nivel::1 tiempo::40s
Deriva \(\ln(x^2+1)\).	<b>Respuesta</b><br>\(\frac{2x}{x^2+1}\).<hr><b>Idea clave</b><br>Cadena: derivada de \(\ln u\) es \(u'/u\).	uv::34151_analisis_matematico_I tema::derivadas nivel::1 tiempo::30s
Deriva \(\sin(x^2)\).	<b>Respuesta</b><br>\(2x\cos(x^2)\).<hr><b>Idea clave</b><br>Regla de la cadena.	uv::34151_analisis_matematico_I tema::derivadas nivel::1 tiempo::30s
Deriva \(\frac{x+1}{x-1}\).	<b>Respuesta</b><br>\(-\frac{2}{(x-1)^2}\).<hr><b>Idea clave</b><br>Regla del cociente y simplifica.	uv::34151_analisis_matematico_I tema::derivadas nivel::1 tiempo::45s
Deriva \(\arcsin x\).	<b>Respuesta</b><br>\(\frac1{\sqrt{1-x^2}}\).<hr><b>Idea clave</b><br>Fórmula de la derivada de la función inversa.	uv::34151_analisis_matematico_I tema::derivadas nivel::2 tiempo::30s
Halla la recta tangente a \(y=x^2\) en \(x=1\).	<b>Respuesta</b><br>\(y=2x-1\).<hr><b>Idea clave</b><br>Pendiente \(f'(1)=2\), punto \((1,1)\).	uv::34151_analisis_matematico_I tema::derivadas nivel::1 tiempo::45s
Halla los puntos críticos de \(f(x)=x^3-3x\).	<b>Respuesta</b><br>\(x=\pm1\).<hr><b>Idea clave</b><br>Resuelve \(f'(x)=3x^2-3=0\).	uv::34151_analisis_matematico_I tema::extremos nivel::1 tiempo::30s
Para \(f(x)=x^2\) en \([1,3]\), halla el \(c\) que da el Teorema del Valor Medio.	<b>Respuesta</b><br>\(c=2\).<hr><b>Idea clave</b><br>La pendiente secante es 4 y \(f'(c)=2c\).	uv::34151_analisis_matematico_I tema::valor_medio nivel::2 tiempo::45s
Taylor de orden 2 de \(e^x\) en 0.	<b>Respuesta</b><br>\(1+x+\frac{x^2}{2}\).<hr><b>Idea clave</b><br>Usa las derivadas de \(e^x\), todas iguales a 1 en 0.	uv::34151_analisis_matematico_I tema::taylor nivel::1 tiempo::30s
Taylor de orden 3 de \(\sin x\) en 0.	<b>Respuesta</b><br>\(x-\frac{x^3}{6}\).<hr><b>Idea clave</b><br>Los términos pares se anulan en 0.	uv::34151_analisis_matematico_I tema::taylor nivel::1 tiempo::30s
¿Existe la derivada de \(|x|\) en \(0\)?	<b>Respuesta</b><br>No.<hr><b>Idea clave</b><br>La derivada lateral izquierda es -1 y la derecha 1.	uv::34151_analisis_matematico_I tema::derivadas nivel::1 tiempo::30s
Si \(f'(x)&gt;0\) en todo un intervalo, ¿qué puedes afirmar de \(f\)?	<b>Respuesta</b><br>Es estrictamente creciente en ese intervalo.<hr><b>Idea clave</b><br>El signo de la derivada controla la monotonía.	uv::34151_analisis_matematico_I tema::monotonia nivel::1 tiempo::20s
Calcula \(\lim_{x\to0}\frac{e^x-1-x}{x^2}\).	<b>Respuesta</b><br>\(\frac12\).<hr><b>Idea clave</b><br>Usa Taylor de \(e^x\) o L'Hôpital dos veces.	uv::34151_analisis_matematico_I tema::limites nivel::2 tiempo::45s
